# SMALL -> BIG
1700	14000	100	14001	100
1701	14002	100	14003	100
# BIG -> SMALL
1702	14001	100	14000	100
1703	14003	100	14002	100

############### RACCOON ###############
# IDLE - LEFT
1800	15000	100

# WALK - LEFT
1801	15000	100	15100	100	15101	100

# IDLE - RIGHT
1802	15010	100

# WALK - RIGHT
1803	15010	100	15110	100	15111	100

# JUMP - LEFT
1804	15600	100

# JUMP - RIGHT
1805	15610	100

# BRACE - LEFT
1806	15300	100

# BRACE - RIGHT
1807	15310	100

# SIT  - LEFT
1808	15400	100

# SIT - RIGHT
1809	15410	100

# FLY - LEFT
1810	15500	100	15501	100	15502	100

# FLY - RIGHT
1811	15510	100	15511	100	15512	100

# RUN - NO POWER - LEFT
1812	15000	25	15100	25	15101	25

# RUN - NO POWER - RIGHT
1813	15010	25	15110	25	15111	25

# RUN - FULL POWER - LEFT
1814	15200	1	15201	1	15202	1

# RUN - FULL POWER - RIGHT
1815	15210	1	15211	1	15212	1

# TURNING FROM LEFT TO RIGHT
1816	15710	100	15730	100	15700	100

# TURNING FROM RIGHT TO LEFT
1817	15710	100	15720	100	15700	100

# SLOW FALLING - LEFT
1818	13100	100	15101	100	13101	100

# SLOW FALLING - RIGHT
1819	13110	100	15111	100	13111	100

# GRABBING IDLE LEFT & RIGHT
1820	15800	100
1821	15810	100

# GRABBING WALKING LEFT & RIGHT
1830	15800	50	15801	50	15802	50
1831	15810	50	15811	50	15812	50

# GRABBING RUNNING LEFT & RIGHT
1832	15800	1	15801	1	15802	1
1833	15810	1	15811	1	15812	1

# KICKING LEFT & RIGHT
1840	15910	100
1841	15900	100

# JUMP WHILE GRABBING LEFT & RIGHTs
1850	15802	100
1851	15812	100
