6	1904	400	60006
6	1920	400	60004
6	1936	400	60003
6	1904	384	60002
6	1920	384	60005
6	1936	384	60001
6	1904	368	60000
6	1920	368	60001
6	2144	368	60008
6	2160	368	60009
6	2176	368	60010
6	2144	384	60011
6	2160	384	60012
6	2176	384	60013
6	2144	400	60014
6	2160	400	60015
6	2176	400	60016
6	2176	272	60035
6	2192	272	60036
6	2208	272	60037
6	2176	288	60038
6	2192	288	60039
6	2208	288	60040
6	2176	304	60038
6	2192	304	60039
6	2208	304	60040
6	2176	320	60038
6	2192	320	60039
6	2208	320	60040
6	2176	336	60038
6	2192	336	60039
6	2208	336	60040
6	2176	352	60038
6	2192	352	60039
6	2208	352	60040
6	2192	368	60039
6	2208	368	60040
6	2192	384	60039
6	2208	384	60040
6	2192	400	60042
6	2208	400	60043
6	2192	368	60044
6	2192	384	60045
6	2192	400	60045
6	2224	272	60044
6	2224	288	60045
6	2224	304	60045
6	2224	320	60045
6	2224	336	60045
6	2224	352	60045
6	2224	368	60045
6	2224	384	60045
6	2224	400	60045
6	2368	400	60002
6	2384	400	60004
6	2400	400	60004
6	2416	400	60004
6	2432	400	60004
6	2448	400	60003
6	2368	384	60002
6	2384	384	60004
6	2400	384	60004
6	2416	384	60004
6	2432	384	60005
6	2448	384	60001
6	2368	368	60002
6	2384	368	60004
6	2400	368	60004
6	2416	368	60004
6	2432	368	60003
6	2368	352	60000
6	2384	352	60006
6	2400	352	60004
6	2416	352	60004
6	2432	352	60003
6	2384	336	60000
6	2400	336	60006
6	2416	336	60004
6	2432	336	60003
6	2400	320	60002
6	2416	320	60004
6	2432	320	60003
6	2400	304	60002
6	2416	304	60005
6	2432	304	60001
6	2400	288	60000
6	2416	288	60001
# BRICK
1	352	368	22000
1	368	368	22001
1	352	384	22002
1	368	384	22003
1	352	400	22002
1	368	400	22003
1	1504	336	20002
1	1520	336	20002
1	1600	368	20002
1	1600	384	20002
1	1600	400	20002
1	1584	384	20002
1	1584	400	20002
1	1568	400	20002
1	1664	368	20002
1	1664	384	20002
1	1664	400	20002
1	1680	384	20002
1	1680	400	20002
1	1696	400	20002
1	1792	384	22000
1	1808	384	22001
1	1792	400	22002
1	1808	400	22003
1	1856	368	22000
1	1872	368	22001
1	1856	384	22002
1	1872	384	22003
1	1856	400	22002
1	1872	400	22003
1	1952	400	20003
1	1968	400	20003
1	1984	400	20003
1	2000	400	20003
1	2016	400	20003
1	2032	400	20003
1	2048	400	20003
1	1968	384	20003
1	1984	384	20003
1	2000	384	20003
1	2016	384	20003
1	2032	384	20003
1	1984	368	20003
1	2000	368	20003
1	2016	368	20003
1	2032	368	20003
1	2096	384	20003
1	2096	400	20003
1	2112	400	20003
1	2256	112	22000
1	2272	112	22001
1	2256	128	22002
1	2272	128	22003
1	2256	144	22002
1	2272	144	22003
1	2256	160	22002
1	2272	160	22003
1	2256	176	22002
1	2272	176	22003
1	2256	192	22002
1	2272	192	22003
1	2256	208	22002
1	2272	208	22003
1	2256	224	22002
1	2272	224	22003
1	2256	240	22002
1	2272	240	22003
1	2256	256	22002
1	2272	256	22003
1	2256	272	22002
1	2272	272	22003
1	2256	288	22002
1	2272	288	22003
1	2256	384	22002
1	2272	384	22003
1	2256	400	22002
1	2272	400	22003
1	2256	304	20002
1	2272	304	20002
1	2256	368	20002
1	2272	368	20002
1	2320	384	22000
1	2336	384	22001
1	2320	400	22002
1	2336	400	22003
7	176	352	0
# INVINSIBLE BRICK TO FORM BOUNDARIES
8	0	400
8	0	384
8	0	368
8	0	352
8	0	336
8	0	320
# MARIO
0	32	304

# PLATFORM
5	0	416	16	16	39	54000	54001	54002
5	624	400	16	16	29	54000	54001	54002
5	624	416	16	16	29	54003	54004	54005
5	1152	416	16	16	22	54000	54001	54002
5	1536	416	16	16	5	54000	54001	54002
5	1664	416	16	16	36	54000	54001	54002
5	2256	416	16	16	35	54000	54001	54002
